milage,HP,L,Cylinders,transmission_speeds,Age,clean_title_yes,accident_not_reported,brand_encoded,model_encoded,ext_col_encoded,int_col_encoded,CVT,Manual,other,Electric,Flex,Gasoline,Hybrid,Plug-In Hybrid,–
0.01667972297664181,1.7357712258775218,1.2704444807396504,1.1251476904073696,-0.24585527069071297,-0.16873725779040621,1,1,0.8999843861847756,7.323947474152254,-0.08843831580545622,0.1255178412564327,0,0,1,0,0,1,0,0,0
0.885853232540415,-1.8073104783354634,-0.8274800518234581,-1.4808485285633932,-0.24585527069071297,0.669207661594278,1,0,-0.8978990653406982,-0.09901790489752757,-0.21539074150224327,-1.4486659976770362,0,0,0,0,0,1,0,0,0
-0.39591030140739797,0.5539750404633954,0.5787651020494818,1.1251476904073696,-0.6073166953783912,1.230858861089638,1,0,3.2992232727274318,-0.09901790489752757,-0.23751915803470736,0.1255178412564327,0,0,0,0,0,1,0,0,0
0.7109908462583885,1.485253529272248,0.024224811645549356,-0.1778504190780118,-0.24585527069071297,0.034546176811084316,1,0,0.42900535284104124,-0.09901790489752757,-0.3936604573338308,2.3567348450453256,0,0,0,1,0,0,0,0,0
-0.8899380153601585,1.2561683484899553,0.024224811645549356,-0.1778504190780118,-1.1931545779515063,-1.3650499420689604,1,1,-0.5814592968645349,-0.09901790489752757,-0.23751915803470736,0.1255178412564327,0,0,0,1,0,0,0,0,0
0.8786173896708053,-1.8246755250395856,-0.925718844971221,-1.4808485285633932,-0.24585527069071297,1.1322083328789712,1,1,3.2992232727274318,-0.09901790489752757,-0.21539074150224327,-1.4486659976770362,0,0,0,0,0,0,1,0,0
0.8261325182686905,-2.041259329949118,-0.925718844971221,-1.4808485285633932,-0.8217720606605052,1.4969097356218515,1,1,-0.7118856156148726,-0.09901790489752757,-0.623913603221718,-1.408626098097051,0,0,0,0,0,1,0,0,0
1.3147102642696735,-0.6088898552062842,-0.20959210285507035,-0.1778504190780118,-0.24585527069071297,1.230858861089638,1,0,-0.4946481499693323,-0.09901790489752757,-0.3936604573338308,0.1255178412564327,0,0,0,0,0,1,0,0,0
-0.2830319766576994,1.4088264957234733,-0.4607440989298869,-0.1778504190780118,0.4965276207022369,-0.16873725779040621,0,1,0.060881569395400625,-0.09901790489752757,-0.3936604573338308,0.1255178412564327,0,0,0,0,0,1,0,0,0
0.5445431279963614,0.16135049011483155,0.024224811645549356,-0.1778504190780118,3.9882017503344636,-0.9799232787295787,0,1,-0.5814592968645349,-0.7991733661633692,2.342353089203076,0.1255178412564327,0,0,0,0,0,1,0,0,0
-0.3474192315193879,0.7081174660807754,1.3221859599520398,1.1251476904073696,-0.24585527069071297,-1.3650499420689604,1,0,-0.864740541768458,-0.09901790489752757,-0.21539074150224327,0.2884930023369182,0,0,0,0,0,1,0,0,0
0.4930558448632469,-2.8523727145420907,-1.5837137834324835,-1.4808485285633932,-0.6073166953783912,1.0275754264881483,1,1,-1.0206611078419756,-0.09901790489752757,-0.8301249281130435,0.1255178412564327,0,1,0,0,0,1,0,0,0
0.12887859388542391,-0.7518175522314885,-1.3498968689318644,-1.4808485285633932,1.8305907914938016,-0.6652518826289382,1,0,0.8989459912377742,-0.09901790489752757,-0.08843831580545622,0.1255178412564327,0,0,0,0,0,1,0,0,0
-1.0587198167347585,0.16135049011483155,0.3812917107376728,1.1251476904073696,0.4965276207022369,-1.3650499420689604,0,1,-0.09154223602296302,-0.09901790489752757,2.342353089203076,2.3567348450453256,0,0,0,0,0,1,0,0,0
